897,598
954,632
988,673
996,718
914,739

this is a test for myself 
-180,-53
-481,-115
-577,-126
-547,-89
-490,-86
-409,-77
-553,-140
-553,-65
-561,-39
-454,-88
-450,-110
-501,-165
-488,-155
-488,-155
-327,-143
-484,-171
-340,-179
-242,-137
-206,-138
-180,-172
-100,-108
-153,-78
-130,-53
-262,-84
-317,-91
-427,-144
-364,-153
-293,-150
-493,-172
-496,-175
-181,-101
-182,-82
-176,-70
-188,-41
-165,-16

this is a test for myself 
